PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
Rx6418,Winpred 1mg,0.25,Revenue Profit Categories - Drug and Medications,active,0
PDfmd4,PR Diet Feline M/D 1.81kg,37.98,Diet Manufacturers - Hill's,active,0
PDfmd4,PR Diet Feline M/D 1.81kg,37.98,Revenue Profit Categories - Diet Revenue,active,0
PDfmd4,PR Diet Feline M/D 1.81kg,37.98,Diet Types - Diabetes,active,0
Rx7988,Vetmedin 2.5mg capsules,1.3,Revenue Profit Categories - Drug and Medications,active,0
Xr2600,Xray Single View,110.0,Revenue Profit Categories - Radiology,active,0
RDmcs3,Rayne Canine Healthy Reduction MCS 3kg,46.01,Revenue Profit Categories - Diet Revenue,active,0
RDmcs3,Rayne Canine Healthy Reduction MCS 3kg,46.01,Diet Types - Wellness / Lifestage,active,0
Rx6551,Ocuflox Opthalmic Solution 0.3% 5ml,33.2,Revenue Profit Categories - Drug and Medications,active,0
RP4642,FortiFlora Canine per packet,1.73,Diet - Probiotics - Fortiflora,active,0
RP4642,FortiFlora Canine per packet,1.73,Revenue Profit Categories - Over The Counter,active,0
PDcwd01,PR Diet Canine W/D 3.85 kg,43.41,Diet Manufacturers - Hill's,active,0
PDcwd01,PR Diet Canine W/D 3.85 kg,43.41,Revenue Profit Categories - Diet Revenue,active,0
PDcwd01,PR Diet Canine W/D 3.85 kg,43.41,Diet Types - Weight,active,0
BG3000,Nail Trim,21.5,Revenue Profit Categories - Grooming,active,0
Rx1700,Furosemide Apo 20mg tablet,0.08,Revenue Profit Categories - Drug and Medications,active,0
PDfmdcan,PR Diet Feline M/D Can,2.67,Diet Manufacturers - Hill's,active,0
PDfmdcan,PR Diet Feline M/D Can,2.67,Revenue Profit Categories - Diet Revenue,active,0
PDfmdcan,PR Diet Feline M/D Can,2.67,Diet Types - Diabetes,active,0
RDcksp7,Rayne Canine Low Fat Kangaroo Maint 11kg,152.74,Revenue Profit Categories - Diet Revenue,active,0
RDcksp7,Rayne Canine Low Fat Kangaroo Maint 11kg,152.74,Diet Types - Derm Diet,active,0
Dx1100,Fluorescein Corneal Stain,25.0,Revenue Profit Categories - Diagnostic Imaging,active,0
RP9999,Misc. Retail Products,0.0,Revenue Profit Categories - Over The Counter,active,0
MCRCk9gm,RC VDIET Canine GI Moderate Cal 385g can,4.79,Diet Manufacturers - Royal Canin,active,0
MCRCk9gm,RC VDIET Canine GI Moderate Cal 385g can,4.79,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9gm,RC VDIET Canine GI Moderate Cal 385g can,4.79,Diet Types - Gastro,active,0
IM8330,Vitamin B12 5000mcg/ml Injectable - Vetoquinol,0.96,Revenue Profit Categories - Injections,active,0
MCRCk9i2,RC VDIET Canine Hypoallergenic Form 4kg,51.01,Diet Manufacturers - Royal Canin,active,0
MCRCk9i2,RC VDIET Canine Hypoallergenic Form 4kg,51.01,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9i2,RC VDIET Canine Hypoallergenic Form 4kg,51.01,Diet Types - Allergy,active,0
Rdfgi4,Rayne Feline Growth Sensitive GI 3kg,53.18,Revenue Profit Categories - Diet Revenue,active,0
RP2996,MalaCetic Wet Wipes100/pkg,46.34,Revenue Profit Categories - Drug and Medications,active,0
RP2996,MalaCetic Wet Wipes100/pkg,46.34,Medication Breakout - Derm,active,0
LaH3998,Electrolytes IH,42.43,Revenue Profit Categories - Lab (in-house),active,0
Si7900,Osurnia Treatment Package,0.0,Revenue Profit Categories - Drug and Medications,active,0
Si7900,Osurnia Treatment Package,0.0,Medication Breakout: Otics - Osurnia,active,0
Si7900,Osurnia Treatment Package,0.0,Medication Breakout - Otics,active,0
MCRCfg2,RC VDIET Feline GI High Energy 165g CASE,76.08,Diet Manufacturers - Royal Canin,active,0
MCRCfg2,RC VDIET Feline GI High Energy 165g CASE,76.08,Revenue Profit Categories - Diet Revenue,active,0
MCRCfg2,RC VDIET Feline GI High Energy 165g CASE,76.08,Diet Types - Gastro,active,0
Rx7992,Vitamin B12 1000mcg/ml Syringes TGH per ml,1.01,Revenue Profit Categories - Injections,active,0
Dx1931,ECG Screen (w/o consult) - IDEXX VetMedStat,72.0,Revenue Profit Categories - Diagnostic Imaging,active,0
RDtreat,Rayne Canine Apple/Pumpkin Biscuits 300g,9.94,Revenue Profit Categories - Over The Counter,active,0
RP6068,Needle 18g x 1 - Take Home,0.6,Revenue Profit Categories - Injections,active,0
Prom1876,Advantage II Large Dog (11kg-25kg) - Promo,0.0,Revenue Profit Categories - Drug and Medications,active,1
Prom1876,Advantage II Large Dog (11kg-25kg) - Promo,0.0,Parasiticides_External - Advantage,active,1
Dis6502,***Hill's Rebate VetStore DO NOT USE,-0.07,Revenue Profit Categories - Discounts,active,0
RX9998,Sample medication dispensed,0.0,Revenue Profit Categories - Drug and Medications,active,0
RX999,Dispensing fee not refunded,-10.0,Revenue Profit Categories - Drug and Medications,active,0
Rx5400,***Metoclopramide 5mg tablets,0.12,Revenue Profit Categories - Drug and Medications,active,0
TN1075,***Biopsy Short Report 2-5 Tissues - True North DO NOT USE,96.6,Revenue Profit Categories - Lab (external),active,0
LaH4001f,General Panel Repeat IH IDEXX- Feline,91.83,Revenue Profit Categories - Lab (in-house),active,0
RP2479,"Collar Kong Cloud 7-12"" Small",23.22,Revenue Profit Categories - Over The Counter,active,0
Dis4100,Senior Month Discount - 10%,-24.15,Revenue Profit Categories - Discounts,active,0
RP2380,Buster Collar 15,19.95,Revenue Profit Categories - Over The Counter,active,0
MCRCk9g9,RC VDIET Canine GI High Energy 10kg,127.03,Diet Manufacturers - Royal Canin,active,0
MCRCk9g9,RC VDIET Canine GI High Energy 10kg,127.03,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9g9,RC VDIET Canine GI High Energy 10kg,127.03,Diet Types - Gastro,active,0
IM1450,Antisedan 5 mg/ml,31.44,Revenue Profit Categories - Injections,active,0
Rx7572,ThyroTabs 0.4mg tablets,0.31,Revenue Profit Categories - Drug and Medications,active,0
Rx1747,***Atenolol 125mg/ml TD Gel DO NOT USE,7.74,Revenue Profit Categories - Drug and Medications,active,0
mcrcfa10,RC VDIET Feline Adult 10kg,134.63,Diet Manufacturers - Royal Canin,active,0
mcrcfa10,RC VDIET Feline Adult 10kg,134.63,Revenue Profit Categories - Diet Revenue,active,0
mcrcfa10,RC VDIET Feline Adult 10kg,134.63,Diet Types - Wellness / Lifestage,active,0
REC7TP,Recall Generated for 7 days,0.0,Revenue Profit Categories - Professional Services (Other),active,0
Rx6430,Propalin 50mg/ml - 100ml,99.52,Revenue Profit Categories - Drug and Medications,active,0
Ac300,Inventory count - invoice finished. Apply a payment when picked up,0.0,Revenue Profit Categories - Professional Services (Other),active,0
Dis9995,Misc Discount with GST and PST,-1.0,Revenue Profit Categories - Discounts,active,0
Rx4323,Galliprant 100mg Tablets,5.88,Revenue Profit Categories - Drug and Medications,active,0
Rx4323,Galliprant 100mg Tablets,5.88,Medication Breakout - Pain,active,0
MCRCkst,RC VDIET Canine Treats Satiety500g,14.11,Revenue Profit Categories - Over The Counter,active,0
RP8502,LUVPrints- PawPrint,35.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
Ho1306,Hospital Kennel - complimentary,0.0,Revenue Profit Categories - Hospitalization,active,0
Rx3955,***Famotidine 25mg/mL TD Gel,6.56,Revenue Profit Categories - Drug and Medications,active,0
LaC1047,Feline Pancreatic Lipase Add On (FPLIa),83.9,Revenue Profit Categories - Lab (external),active,0
LaC7090,Fructosamine (FRUC),81.9,Revenue Profit Categories - Lab (external),active,0
Tx3845,***Microchip ISO PetWatch Implant DO NOT USE,61.0,Revenue Profit Categories - Professional Services (Other),active,0
Rx6170,Phenoxybenzamine 2.5mg tablet,0.9,Revenue Profit Categories - Drug and Medications,active,0
Rx7675,Tramadol HCL 100mg/ml TD Gel,14.66,Revenue Profit Categories - Drug and Medications,active,0
Rx7675,Tramadol HCL 100mg/ml TD Gel,14.66,Medication Breakout - Pain,active,0
RDgicc,Rayne Canine Growth/GI 369g CASE,5.7,Revenue Profit Categories - Diet Revenue,active,0
MCRCfcc2,RC VDIET Feline Calorie Control 165g CASE,67.44,Diet Manufacturers - Royal Canin,active,0
MCRCfcc2,RC VDIET Feline Calorie Control 165g CASE,67.44,Revenue Profit Categories - Diet Revenue,active,0
LaC1038,***Vaccine Panel by IFA - Canine Distemper/Parvo (CDPT)*** DO NOT USE,149.9,Revenue Profit Categories - Lab (external),active,0
BG3100,***Nail Trim-Feline DO NOT USE,21.5,Revenue Profit Categories - Grooming,active,0
RP3005,Douxo Seborrhea Shampoo 200ml (6.8 oz),29.74,Revenue Profit Categories - Drug and Medications,active,0
RP3005,Douxo Seborrhea Shampoo 200ml (6.8 oz),29.74,Medication Breakout - Derm,active,0
mcrcfdv3,RC VDIET Feline Development 3.5kg,59.71,Diet Manufacturers - Royal Canin,active,0
mcrcfdv3,RC VDIET Feline Development 3.5kg,59.71,Revenue Profit Categories - Diet Revenue,active,0
mcrcfdv3,RC VDIET Feline Development 3.5kg,59.71,Diet Types - Wellness / Lifestage,active,0
IM4300,Metronidazole 5mg/ml per Injection,25.44,Revenue Profit Categories - Injections,active,0
LaC3050,***Biopsy 1 Mass/Lesion w/o Microscopic Description (WB1) DO NOT USE,193.9,Revenue Profit Categories - Lab (external),active,0
Rx7659,BNP-H Ophthalmic Ointment 3.5g,19.4,Revenue Profit Categories - Drug and Medications,active,0
mcrcfwc6,RC VDIET Feline Weight Control 8kg In Clinic STAFF ONLY 5% Mark-up,66.07,Diet Manufacturers - Royal Canin,active,0
mcrcfwc6,RC VDIET Feline Weight Control 8kg In Clinic STAFF ONLY 5% Mark-up,66.07,Revenue Profit Categories - Diet Revenue,active,0
mcrcfwc6,RC VDIET Feline Weight Control 8kg In Clinic STAFF ONLY 5% Mark-up,66.07,Diet Types - Weight,active,0
LaC5050,Culture - Aerobic Organism ID and Susceptibility (CUL),127.9,Revenue Profit Categories - Lab (external),active,0
MCRCfhc2,RC VDIET Feline Hypoallergenic 165g CASE,71.76,Diet Manufacturers - Royal Canin,active,0
MCRCfhc2,RC VDIET Feline Hypoallergenic 165g CASE,71.76,Revenue Profit Categories - Diet Revenue,active,0
MCRCfhc2,RC VDIET Feline Hypoallergenic 165g CASE,71.76,Diet Types - Allergy,active,0
Vx3350,Rabies 3 Year Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Vx3350,Rabies 3 Year Vaccine,35.0,Vaccinations - Rabies,active,0
Pdfmcf,PR Diet Feline Metabolic 3.85kg,76.0,Diet Manufacturers - Hill's,active,0
Pdfmcf,PR Diet Feline Metabolic 3.85kg,76.0,Revenue Profit Categories - Diet Revenue,active,0
Pdfmcf,PR Diet Feline Metabolic 3.85kg,76.0,Diet Types - Weight,active,0
Bo1400,***Board Xmas 1 cat/Double Condo DO NOT USE,38.0,Revenue Profit Categories - Boarding,active,0
RP2902,CET Oral Hygiene Chews for Cats (fish) 30/pkg,20.94,Revenue Profit Categories - Over The Counter,active,0
Rx3317,Dolpac 25 tab,0.79,Revenue Profit Categories - Drug and Medications,active,0
LaC4035,Brucella Screen by RSAT for Canine Export (BAGG),199.9,Revenue Profit Categories - Lab (external),active,0
Ho1305P,Hospital Kennel,18.0,Revenue Profit Categories - Hospitalization,active,0
MCRCfsca,RC VDIET Feline Satiety Support Loaf 164g CASE,65.71,Diet Manufacturers - Royal Canin,active,0
MCRCfsca,RC VDIET Feline Satiety Support Loaf 164g CASE,65.71,Revenue Profit Categories - Diet Revenue,active,0
Rx5120,Milbemax 4mg tablets,8.56,Revenue Profit Categories - Drug and Medications,active,1
Rx5120,Milbemax 4mg tablets,8.56,Parasiticides_Internal - Milbemax,active,1
PS4000,Dr Bajwa Consultation + Exam Room Fee,280.0,Revenue Profit Categories - Exams,active,0
RDtreat3,Rayne Canine/Feline Rewards SIT Pork Treats 200g,20.9,Revenue Profit Categories - Over The Counter,active,0
RP2482,"***Collar Kong Cloud 6"" X-Small DO NOT USE",20.87,Revenue Profit Categories - Over The Counter,active,0
RP2905,CET Oral Hygiene Chews Feline (chicken) 30/pkg,22.0,Revenue Profit Categories - Over The Counter,active,0
IM2150,Cartrophen 100mg/ml,17.02,Revenue Profit Categories - Injections,active,0
CF1152,IV Fluids Initial Set-up for Hospitalization,152.8,Revenue Profit Categories - Fluid Therapy,active,0
Rx1920,Baytril 50mg Tablets,2.54,Revenue Profit Categories - Drug and Medications,active,0
Vx4050,FeLV 1st Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Rx2793,Clinacin 25mg tablets,0.62,Revenue Profit Categories - Drug and Medications,active,0
PS043,ASPCA Poison Control Consult Fee,110.0,Revenue Profit Categories - Professional Services (Other),active,0
Rx7001,Diethylstilbestrol 0.067mg/ml,1.0,Revenue Profit Categories - Injections,active,0
Rx4844,Caninsulin Vet Pen Needles 100,43.49,Revenue Profit Categories - Injections,active,0
Bo1500,***Board Canine in Run/Night DO NOT USE,33.0,Revenue Profit Categories - Boarding,active,0
LaC7075,FeLV ELISA Test (FELV),81.9,Revenue Profit Categories - Lab (external),active,0
LaC7075,FeLV ELISA Test (FELV),81.9,Testing - FELV-FIV Test,active,0
RDcgi3,Rayne Canine Growth Sensitive GI 3kg,38.33,Revenue Profit Categories - Diet Revenue,active,0
RDcgi3,Rayne Canine Growth Sensitive GI 3kg,38.33,Diet Types - Wellness / Lifestage,active,0
REC800,Recommend Ophthalmologist Consultation,0.0,Revenue Profit Categories - Professional Services (Other),active,0
RP2483,"Collar Kong Cloud 18""+ X-Large",32.48,Revenue Profit Categories - Over The Counter,active,0
RP8150,SSSCAT Perimeter Spray,60.25,Revenue Profit Categories - Over The Counter,active,0
RP4687,Greenies Pill Pockets Canine Peanut Butter Small 3.2oz,13.36,Revenue Profit Categories - Over The Counter,active,0
Rx7653,BNP Ophthalmic Ointment 3.5g,17.84,Revenue Profit Categories - Drug and Medications,active,0
Rx5273,Metacam Oral Suspension for Cats 0.5 mg/ml - 15ml,68.49,Revenue Profit Categories - Drug and Medications,active,0
Rx5273,Metacam Oral Suspension for Cats 0.5 mg/ml - 15ml,68.49,Medication Breakout - Pain,active,0
Prom1888,Advantix II Large Dog (11kg-25kg) - Promo,0.0,Revenue Profit Categories - Drug and Medications,active,1
Prom1888,Advantix II Large Dog (11kg-25kg) - Promo,0.0,Parasiticides_External - Advantix,active,1
RP4561,Flea Comb Plastic,6.1,Revenue Profit Categories - Over The Counter,active,0
AC2501,Restocking fee - add to return,-10.0,Revenue Profit Categories - Professional Services (Other),active,0
TX3110,Ear Cleaning,10.0,Revenue Profit Categories - Professional Services (Other),active,0
PS011c,*** Examination - INDOGO 12 Week Recheck DO NOT USE,0.0,Revenue Profit Categories - Professional Services (Other),active,0
RP3024,Douxo Pyo Spray 200ml,37.74,Revenue Profit Categories - Drug and Medications,active,0
RP3024,Douxo Pyo Spray 200ml,37.74,Medication Breakout - Derm,active,0
LaC1006,4Dx Plus Screen Canine Add-on (4DXa),45.9,Revenue Profit Categories - Lab (external),active,0
PDfzd4,PR Diet Feline Z/D 1.81kg,42.33,Diet Manufacturers - Hill's,active,0
PDfzd4,PR Diet Feline Z/D 1.81kg,42.33,Revenue Profit Categories - Diet Revenue,active,0
PDfzd4,PR Diet Feline Z/D 1.81kg,42.33,Diet Types - Allergy,active,0
RDlfkc,Rayne Canine Low Fat Kangaroo Maint 369g can,5.7,Revenue Profit Categories - Diet Revenue,active,0
RDcrspc,Rayne Canine Rabbit Maint 368g can,6.33,Revenue Profit Categories - Diet Revenue,active,0
RDcrspc,Rayne Canine Rabbit Maint 368g can,6.33,Diet Types - Derm Diet,active,0
RDfrspc,Rayne Feline Rabbit Maint 156g can,3.86,Revenue Profit Categories - Diet Revenue,active,0
RDfrspc,Rayne Feline Rabbit Maint 156g can,3.86,Diet Types - Derm Diet,active,0
IM2477,Cytopoint 20mg Vial (4.6-9.1kg),60.68,Revenue Profit Categories - Injections,active,0
IM2476,Cytopoint 10mg Vial ( <5.4kg ),52.74,Revenue Profit Categories - Injections,active,0
Bo1200,***Board Xmas 1 cat/Single Condo DO NOT USE,29.0,Revenue Profit Categories - Boarding,active,0
Rx6621,Prazosin 0.5mg capsule,0.86,Revenue Profit Categories - Drug and Medications,active,0
LaC7020,Protein Electrophoresis (PE),137.9,Revenue Profit Categories - Lab (external),active,0
LaH5650,PCV/TP IH-Add'l,15.0,Revenue Profit Categories - Lab (in-house),active,0
PS068,Dr Nieckarz - Radiographic Consult DVMInsight(24 hr),103.85,Revenue Profit Categories - Radiology,active,0
PS014,Examination/Consultation - Hospitalized Patient,59.0,Revenue Profit Categories - Exams,active,0
Rx5455,Morphine Sulfate 1% Opthalmic Solution,44.0,Revenue Profit Categories - Injections,active,0
Dx1940,Cardiology or Radiology Stat add-on fee - IDEXX VetMedStat,54.0,Revenue Profit Categories - Radiology,active,0
RP8231,Shirt- Post Surgical Feline Red XXS 33cm,44.36,Revenue Profit Categories - Over The Counter,active,0
LaC4045,Parathyroid Hormone with Ionized Ca (ICALP),231.9,Revenue Profit Categories - Lab (external),active,0
RP2270,Bag - YPH Angel Fund,4.0,Revenue Profit Categories - Over The Counter,active,0
HS7600,Sodium Chloride 0.9% 1000ml,8.54,Revenue Profit Categories - Fluid Therapy,active,0
SI5000,Surgical Procedure,0.0,Revenue Profit Categories - Surgery,active,0
SI5500,Short Procedure under Sedation,0.0,Revenue Profit Categories - Surgery,active,0
Rx7523,Taro Mupirocin Ointment 2% 15g,15.7,Revenue Profit Categories - Drug and Medications,active,0
Rx7523,Taro Mupirocin Ointment 2% 15g,15.7,Medication Breakout - Otics,active,0
RP2420,Buster Collar 25,27.57,Revenue Profit Categories - Over The Counter,active,0
PDfkdcam,PR Diet Feline K/D Tuna Pate 156g Can,2.94,Diet Manufacturers - Hill's,active,0
PDfkdcam,PR Diet Feline K/D Tuna Pate 156g Can,2.94,Revenue Profit Categories - Diet Revenue,active,0
PDfkdcam,PR Diet Feline K/D Tuna Pate 156g Can,2.94,Diet Types - Renal,active,0
RP2863,CET Dual Ended Toothbrush,8.62,Revenue Profit Categories - Over The Counter,active,0
BG2700,Clip Hair/Shave,15.0,Revenue Profit Categories - Grooming,active,0
RP9998,Misc Therapeutic Pet Food,0.0,Revenue Profit Categories - Diet Revenue,active,0
RP9998,Misc Therapeutic Pet Food,0.0,Diet Types - zOther Therapeutic,active,0
LaC8061,Leptospira Canicola Ab by Microagglutination (LEPC),123.9,Revenue Profit Categories - Lab (external),active,0
LaC1075,Comprehensive Panel w/ Urinalysis & Spec fPL FELINE (GERUFP),281.0,Revenue Profit Categories - Lab (external),active,0
LaC1075,Comprehensive Panel w/ Urinalysis & Spec fPL FELINE (GERUFP),281.0,Testing - Wellness Bloodwork,active,0
PS020,Examination/Consultation -Wellness/Recheck,69.0,Revenue Profit Categories - Exams,active,0
PS020,Examination/Consultation -Wellness/Recheck,69.0,Preventive Care Snapshot - Wellness Exams,active,0
PDfdddg4,PR Feline D/D Duck/Green Pea 3.85kg,65.13,Diet Manufacturers - Hill's,active,0
PDfdddg4,PR Feline D/D Duck/Green Pea 3.85kg,65.13,Revenue Profit Categories - Diet Revenue,active,0
PDfdddg4,PR Feline D/D Duck/Green Pea 3.85kg,65.13,Diet Types - Derm Diet,active,0
PS700,Medical Stone Analysis - Shipping fees with Zoomshipr,31.0,Revenue Profit Categories - Lab (external),active,0
RP6067,Needles 22g - Take Home,0.18,Revenue Profit Categories - Injections,active,0
RP102,VOKRA Calendar,10.0,Revenue Profit Categories - Over The Counter,active,0
Rx6877,Rimadyl 75mg chews,2.48,Revenue Profit Categories - Drug and Medications,active,0
Rx6877,Rimadyl 75mg chews,2.48,Medication Breakout - Pain,active,0
Rx7994,Voltaren Optha 0.1% 5ml,49.64,Revenue Profit Categories - Drug and Medications,active,0
MCRCk9g1,RC VDIET Canine GI High Energy 385g CASE,56.41,Diet Manufacturers - Royal Canin,active,0
MCRCk9g1,RC VDIET Canine GI High Energy 385g CASE,56.41,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9g1,RC VDIET Canine GI High Energy 385g CASE,56.41,Diet Types - Gastro,active,0
SI3001,ACTH Stim Test,0.0,Revenue Profit Categories - Lab (external),active,0
LaH3853,Feline Pancreatic Lipase FPL SNAP IH + SPEC IDEXX,120.83,Revenue Profit Categories - Lab (in-house),active,0
MCRCfmt2,***MCRC Feline Medi Treats 250g,19.61,Revenue Profit Categories - Over The Counter,active,0
RDcrss3,Rayne Canine Adult Health RSS 3kg,43.82,Revenue Profit Categories - Diet Revenue,active,0
RDcrss3,Rayne Canine Adult Health RSS 3kg,43.82,Diet Types - Wellness / Lifestage,active,0
Rx3353,Doxycycline Apo 100mg tablet,1.31,Revenue Profit Categories - Drug and Medications,active,0
Rx5272,Metacam Oral Suspension 1.5 mg/ml - 180ml,186.63,Revenue Profit Categories - Drug and Medications,active,0
Rx5272,Metacam Oral Suspension 1.5 mg/ml - 180ml,186.63,Medication Breakout - Pain,active,0
Bo1125,***Board 2 cats/Double Condo DO NOT USE,33.0,Revenue Profit Categories - Boarding,active,0
DS1804,Dental Surgical Fee,50.0,Revenue Profit Categories - Dentistry,active,0
Rx4855,Hepato Support capsule,0.45,Revenue Profit Categories - Over The Counter,active,0
raynecroodiagc,Ryane Canine Kangaroo Diag 12x400g Case,5.76,Revenue Profit Categories - Diet Revenue,active,0
Rx1384,Amlodipine Besylate 0.625mg Tablet,0.76,Revenue Profit Categories - Drug and Medications,active,0
REC910,Food Sample Provided - Add Type of Food,0.0,Revenue Profit Categories - Professional Services (Other),active,0
CF2501,Dextrose 50%,0.0,Revenue Profit Categories - Fluid Therapy,active,0
Bo2000,***Board in Isolation Sml DO NOT USE,40.0,Revenue Profit Categories - Boarding,active,0
PDfkdf,PR Diet Feline K/D Ocean Fish 1.81kg,37.45,Diet Manufacturers - Hill's,active,0
PDfkdf,PR Diet Feline K/D Ocean Fish 1.81kg,37.45,Revenue Profit Categories - Diet Revenue,active,0
PDfkdf,PR Diet Feline K/D Ocean Fish 1.81kg,37.45,Diet Types - Renal,active,0
Sx2250,Surgical Supplies Fee,21.0,Revenue Profit Categories - Surgery,active,0
LaH3700a,Fructosamine Add-on/Repeat 30 days IH IDEXX,51.32,Revenue Profit Categories - Lab (in-house),active,0
PromoFTD,PR Diet Feline T/D 1.81kg - Promo,0.0,Diet Manufacturers - Hill's,active,0
Rx6854,Bravecto 1400mg Chew Tab 40-56kg,59.4,Revenue Profit Categories - Drug and Medications,active,3
Rx6854,Bravecto 1400mg Chew Tab 40-56kg,59.4,Parasiticides_External - Bravecto,active,3
MCRCkdp1,RC VDIET Canine Development Puppy 385g CASE,50.59,Diet Manufacturers - Royal Canin,active,0
MCRCkdp1,RC VDIET Canine Development Puppy 385g CASE,50.59,Revenue Profit Categories - Diet Revenue,active,0
MCRCkdp1,RC VDIET Canine Development Puppy 385g CASE,50.59,Diet Types - Wellness / Lifestage,active,0
RDtreat5,Rayne Canine/Feline Rewards SIT Turkey Treats 200g,20.37,Revenue Profit Categories - Over The Counter,active,0
LaH4002c,Comprehensive Panel Repeat 30 days IH IDEXX - Canine,144.73,Revenue Profit Categories - Lab (in-house),active,0
TX2110,Bandage Kit TGH,15.0,Revenue Profit Categories - Professional Services (Other),active,0
CF1153,IV Fluid Maintenance per day,75.0,Revenue Profit Categories - Fluid Therapy,active,0
PDchytd,PR Diet Canine Dental Single Regular Chew,2.28,Revenue Profit Categories - Over The Counter,active,0
RP8521,"Ceramic Urn (White, Black, Pearl)-Until We Meet Again",0.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
MCRCfgj,RC VDIET Feline GI Fibre Response 2kg,43.43,Diet Manufacturers - Royal Canin,active,0
MCRCfgj,RC VDIET Feline GI Fibre Response 2kg,43.43,Revenue Profit Categories - Diet Revenue,active,0
MCRCfgj,RC VDIET Feline GI Fibre Response 2kg,43.43,Diet Types - Gastro,active,0
Ax1402,Anesthesia - Elective Surgery Line Block,12.0,Revenue Profit Categories - Anesthesia,active,0
LaH1210,*** Blood Glucose IH Additional DO NOT USE,10.0,Revenue Profit Categories - Lab (in-house),active,0
FC9999,Misc. Final Care - warning - will mark patient as deceased,0.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
Dis9999,Misc. Discounts,-1.0,Revenue Profit Categories - Discounts,active,0
Rx2860,Clomicalm 20mg tablets,1.86,Revenue Profit Categories - Drug and Medications,active,0
Tx3830,Laser Treatment - single site,20.0,Revenue Profit Categories - Integrative Therapies,active,0
REC1001,Recommend Recheck20 minutes -in __ days,0.0,Revenue Profit Categories - Professional Services (Other),active,0
LaC1074,Comprehensive Panel with Urinalysis (GERPUW),201.9,Revenue Profit Categories - Lab (external),active,0
LaC1074,Comprehensive Panel with Urinalysis (GERPUW),201.9,Testing - Wellness Bloodwork,active,0
RX7525,TheraDerm Cream 15g,28.16,Revenue Profit Categories - Drug and Medications,active,0
RX7525,TheraDerm Cream 15g,28.16,Medication Breakout - Derm,active,0
PDfdddca,PR Diet Feline D/D Duck 156g Can,2.76,Diet Manufacturers - Hill's,active,0
PDfdddca,PR Diet Feline D/D Duck 156g Can,2.76,Revenue Profit Categories - Diet Revenue,active,0
PDfdddca,PR Diet Feline D/D Duck 156g Can,2.76,Diet Types - Derm Diet,active,0
RDfamcas,Rayne Feline Adult Health/RSS 100g CASE,30.38,Revenue Profit Categories - Diet Revenue,active,0
RDfamcas,Rayne Feline Adult Health/RSS 100g CASE,30.38,Diet Types - Wellness / Lifestage,active,0
Si8001,INDOGO Feeding Trial Group 2 Package,0.0,Revenue Profit Categories - Wellness Plans,active,0
PromoFTD,PR Diet Feline T/D 1.81kg - Promo,0.0,Revenue Profit Categories - Diet Revenue,active,0
PromoFTD,PR Diet Feline T/D 1.81kg - Promo,0.0,Diet Types - Dental,active,0
RP6048,Earth Rated Pet Waste Leash Dispenser,5.05,Revenue Profit Categories - Over The Counter,active,0
RP4685,Greenies Pill Pockets Dog Chicken Small 3.2oz,10.74,Revenue Profit Categories - Over The Counter,active,0
Rx4914,Interceptor PLUS Tabs Blue 23mg 22.8-45.4kg,14.41,Revenue Profit Categories - Drug and Medications,active,1
Rx4914,Interceptor PLUS Tabs Blue 23mg 22.8-45.4kg,14.41,Parasiticides_Internal - Interceptor Plus,active,1
RDcc1cas,Rayne Canine Adult Health RSS 400g CASE,64.93,Revenue Profit Categories - Diet Revenue,active,0
RX8331,Zentonil Advanced 100mg tablets,1.9,Revenue Profit Categories - Drug and Medications,active,0
Rx7296,Surolan per ml,2.27,Revenue Profit Categories - Drug and Medications,active,0
Rx7296,Surolan per ml,2.27,Medication Breakout: Otics - Surolan,active,0
Rx7296,Surolan per ml,2.27,Medication Breakout - Otics,active,0
Rx6816,Trifexis 9.2-18.2kg Green,27.25,Revenue Profit Categories - Drug and Medications,active,1
Rx6816,Trifexis 9.2-18.2kg Green,27.25,Parasiticides_Combo - Trifexis,active,1
Rx7617,Tobrex Ophthalmic 0.3% Solution 5ml,31.44,Revenue Profit Categories - Drug and Medications,active,0
Prom1870,Advantage Multi Canine 10 0.4ml Green <4.5kg - Promo,0.0,Revenue Profit Categories - Drug and Medications,active,1
PVD233,PVD Feline DM Dietetic 2.72 KG,43.52,Diet Manufacturers - Purina,active,0
PVD233,PVD Feline DM Dietetic 2.72 KG,43.52,Revenue Profit Categories - Diet Revenue,active,0
PVD233,PVD Feline DM Dietetic 2.72 KG,43.52,Diet Types - Diabetes,active,0
RP2970,TrizEdta Aqueous Flush 118ml,22.58,Revenue Profit Categories - Drug and Medications,active,0
RP2970,TrizEdta Aqueous Flush 118ml,22.58,Medication Breakout - Otics,active,0
